loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
22000,22000, 60 months,19.19,573,E,E3,1
10000,10000, 36 months,12.62,335.12,C,C1,1
10000,10000, 36 months,9.67,321.13,B,B1,1
8400,8400, 36 months,12.49,280.98,B,B4,1
7000,7000, 36 months,10.91,228.88,B,B4,1
15450,15450, 36 months,18.99,566.26,D,D3,1
28800,28800, 60 months,22.74,807.59,E,E1,1
8400,8400, 36 months,9.17,267.79,B,B2,1
35000,35000, 36 months,12.61,1172.73,C,C1,1
17000,17000, 36 months,6.71,522.66,A,A3,1
7500,7500, 36 months,12.29,250.15,C,C1,1
7000,7000, 36 months,8.18,219.94,B,B1,1
10000,10000, 36 months,12.12,332.72,B,B3,1
1500,1500, 36 months,11.05,49.15,B,B4,1
13200,13200, 36 months,6.99,407.52,A,A2,1
17400,17400, 36 months,14.49,598.85,C,C4,1
4500,4500, 36 months,7.99,141,A,A4,1
6000,6000, 36 months,5.32,180.69,A,A1,1
11000,11000, 60 months,15.31,263.49,C,C4,1
20000,20000, 36 months,14.09,684.43,B,B5,1
25000,25000, 36 months,7.49,777.55,A,A4,1
20000,20000, 60 months,9.44,419.46,B,B1,1
9100,9100, 36 months,8.39,286.81,A,A5,1
12500,12500, 36 months,7.69,389.92,A,A4,1
17000,17000, 36 months,9.76,546.63,B,B3,1
5600,5600, 36 months,19.03,205.36,D,D3,1
7000,7000, 36 months,13.49,237.52,C,C2,1
8425,8425, 36 months,10.42,273.52,B,B3,1
6075,6075, 36 months,21.99,231.98,F,F1,1
8925,8925, 36 months,12.79,299.82,C,C1,1
5000,5000, 36 months,16.99,178.24,D,D3,1
18000,18000, 36 months,13.99,615.11,C,C3,1
7500,7500, 36 months,8.24,235.86,B,B1,1
25000,25000, 36 months,5.32,752.87,A,A1,1
18725,18725, 60 months,23.4,532.18,E,E5,1
24000,24000, 36 months,12.99,808.54,C,C2,1
7000,7000, 36 months,5.32,210.81,A,A1,1
16500,16500, 36 months,13.99,563.86,C,C3,1
24000,24000, 60 months,7.89,485.38,A,A5,1
2400,2400, 36 months,7.07,74.19,A,A2,1
9600,9600, 36 months,20.49,359.18,E,E2,1
5000,5000, 36 months,12.29,166.77,C,C1,1
5000,5000, 36 months,12.29,166.77,C,C1,1
40000,40000, 36 months,16.02,1406.68,C,C5,1
12000,12000, 36 months,15.59,419.46,D,D1,1
9050,9050, 36 months,16.29,319.47,D,D2,1
1500,1500, 36 months,15.61,52.45,D,D1,1
28000,28000, 60 months,14.64,660.84,C,C3,1
23100,23100, 60 months,23.13,652.93,F,F1,1
18000,18000, 60 months,13.67,415.76,C,C3,1
10200,10200, 36 months,9.49,326.69,B,B2,1
25000,25000, 36 months,17.93,902.94,E,E5,1
35000,35000, 60 months,17.77,884.4,D,D1,1
22400,22400, 60 months,10.49,481.36,B,B3,1
35000,35000, 36 months,16.29,1235.52,C,C4,1
30000,30000, 60 months,21.67,822.95,E,E5,1
3000,3000, 36 months,15.99,105.46,C,C5,1
12000,12000, 60 months,11.53,264.1,B,B5,1
12875,12875, 36 months,8.59,406.97,A,A5,1
10000,10000, 36 months,14.49,344.17,C,C4,1
28000,28000, 60 months,13.98,651.23,C,C3,1
9600,9600, 36 months,7.07,296.73,A,A2,1
8375,8375, 36 months,6.03,254.9,A,A1,1
8000,8000, 36 months,16.02,281.34,C,C5,1
6775,6775, 36 months,13.99,231.53,C,C4,1
12000,12000, 36 months,13.99,410.08,C,C3,1
13200,13200, 60 months,25.83,393.89,G,G2,1
8325,8325, 36 months,17.77,300.01,D,D1,1
20000,20000, 60 months,14.49,470.47,C,C4,1
4500,4500, 36 months,5.32,135.52,A,A1,1
16200,16200, 36 months,11.55,534.6,B,B3,1
25000,25000, 60 months,23.28,708.79,F,F2,1
10075,10075, 36 months,13.59,342.34,C,C2,1
14000,14000, 36 months,7.49,435.43,A,A4,1
14400,14400, 36 months,13.98,492.02,C,C3,1
10000,10000, 36 months,11.49,329.72,B,B5,1
8000,8000, 36 months,9.17,255.04,B,B2,1
4500,4500, 36 months,14.31,154.48,C,C4,1
10000,10000, 36 months,13.11,337.47,B,B4,1
21600,21600, 60 months,24.08,622.4,F,F2,1
5500,5500, 36 months,10.38,178.46,B,B1,1
5000,5000, 36 months,16.59,177.25,D,D1,1
3000,3000, 36 months,17.47,107.67,D,D1,1
25600,25600, 36 months,8.19,804.46,A,A5,1
7475,7475, 36 months,11.99,248.25,C,C1,1
6500,6500, 36 months,12.69,218.05,C,C2,1
12000,12000, 36 months,12.49,401.39,B,B5,1
2000,2000, 36 months,10.78,65.27,B,B4,1
6400,6400, 36 months,24.74,253.59,E,E3,1
18000,18000, 36 months,8.39,567.3,B,B1,1
5000,5000, 36 months,6.49,153.23,A,A2,1
10000,10000, 36 months,18.49,363.99,D,D2,1
3000,3000, 36 months,9.93,96.71,B,B2,1
10000,10000, 36 months,9.49,320.29,B,B2,1
12000,12000, 36 months,15.31,417.81,C,C2,1
8000,8000, 36 months,12.29,266.83,C,C1,1
6250,6250, 36 months,16.99,222.8,D,D3,1
22250,22250, 36 months,11.11,729.6,B,B5,1
28775,28775, 60 months,13.98,669.25,C,C3,1
7200,7200, 36 months,12.69,241.53,C,C2,1
15000,15000, 60 months,13.67,346.47,C,C4,1
21000,21000, 60 months,16.29,513.93,C,C4,1
12000,12000, 36 months,5.32,361.38,A,A1,1
4000,4000, 36 months,11.67,132.23,B,B4,1
9600,9600, 36 months,10.15,310.45,B,B2,1
1800,1800, 36 months,12.99,60.65,C,C2,1
35000,35000, 36 months,11.44,1153.17,B,B4,1
20675,20675, 36 months,14.33,709.95,C,C1,1
20000,20000, 36 months,9.17,637.58,B,B2,1
7200,7200, 36 months,10.75,234.87,B,B4,1
12000,12000, 36 months,7.89,375.43,A,A5,1
12000,12000, 60 months,12.69,271.14,C,C2,1
12500,12500, 36 months,6.99,385.91,A,A3,1
2500,2500, 36 months,7.49,77.76,A,A4,1
26150,26150, 60 months,17.14,651.87,D,D4,1
26000,26000, 60 months,17.27,649.95,C,C5,1
2000,2000, 36 months,10.99,65.47,B,B4,1
4800,4800, 36 months,6.03,146.1,A,A1,1
17600,17600, 36 months,7.34,546.18,A,A4,1
4700,4700, 36 months,13.65,159.84,C,C1,1
15000,15000, 60 months,11.44,329.44,B,B4,1
7000,7000, 36 months,6.92,215.89,A,A3,1
15000,15000, 36 months,10.99,491.01,B,B4,1
5000,5000, 36 months,9.75,160.75,B,B3,1
30000,30000, 60 months,20.5,803.19,E,E1,1
8000,8000, 36 months,9.16,255,B,B2,1
30000,30000, 60 months,22.99,845.55,F,F2,1
1000,1000, 36 months,17.1,35.71,C,C5,1
14000,14000, 36 months,13.67,476.25,C,C3,1
15000,15000, 36 months,6.89,462.41,A,A3,1
12175,12175, 36 months,20.2,453.71,E,E3,1
20000,20000, 36 months,13.99,683.46,C,C4,1
35000,35000, 36 months,18.45,1273.25,D,D2,1
12000,12000, 36 months,8.18,377.04,B,B1,1
8000,8000, 36 months,15.05,277.52,C,C4,1
16000,16000, 36 months,10.99,523.75,B,B2,1
15775,15775, 60 months,22.99,444.62,F,F2,1
20000,20000, 36 months,11.99,664.2,C,C1,1
17500,17500, 36 months,12.99,589.56,C,C1,1
26250,26250, 36 months,6.99,810.41,A,A2,1
25000,25000, 36 months,12.99,842.23,B,B5,1
10000,10000, 36 months,12.99,336.9,C,C2,1
20000,20000, 36 months,8.24,628.95,B,B1,1
10000,10000, 36 months,7.26,309.97,A,A4,1
10000,10000, 36 months,14.07,342.12,C,C3,1
7000,7000, 36 months,8.49,220.95,B,B1,1
12000,12000, 36 months,7.39,372.67,A,A4,1
8050,8050, 36 months,17.77,290.1,D,D1,1
10000,10000, 36 months,6.03,304.36,A,A1,1
2500,2500, 36 months,12.12,83.18,B,B3,1
20000,20000, 36 months,13.44,678.13,C,C3,1
3000,3000, 36 months,5.32,90.35,A,A1,1
4800,4800, 36 months,11.14,157.47,B,B2,1
10000,10000, 36 months,13.99,341.73,C,C4,1
16000,16000, 60 months,18.55,411.1,D,D2,1
15000,15000, 36 months,16.49,531,D,D3,1
21000,21000, 36 months,11.99,697.41,C,C1,1
4800,4800, 36 months,10.99,157.13,B,B4,1
18000,18000, 36 months,12.29,600.36,C,C1,1
5000,5000, 36 months,13.11,168.74,B,B4,1
15000,15000, 60 months,15.59,361.52,C,C5,1
13500,13500, 36 months,12.79,453.51,C,C1,1
8000,8000, 36 months,10.49,259.99,B,B2,1
15000,15000, 36 months,12.35,500.73,B,B4,1
8000,8000, 36 months,7.49,248.82,A,A4,1
35000,35000, 36 months,9.17,1115.77,B,B2,1
3475,3475, 36 months,24.99,138.15,F,F3,1
9600,9600, 36 months,18.99,351.85,D,D3,1
8000,8000, 36 months,21.49,303.42,D,D5,1
35000,35000, 36 months,8.81,1109.9,A,A5,1
9000,9000, 36 months,12.35,300.44,B,B4,1
6000,6000, 36 months,10.99,196.41,B,B3,1
15000,15000, 60 months,13.18,342.68,C,C3,1
7000,7000, 36 months,12.69,234.82,C,C2,1
5000,5000, 36 months,5.32,150.58,A,A1,1
3300,3300, 36 months,15.31,114.9,C,C4,1
35000,35000, 36 months,17.57,1257.8,D,D2,1
25000,25000, 36 months,6.24,763.28,A,A2,1
16800,16800, 36 months,13.11,566.95,B,B4,1
15000,15000, 36 months,7.89,469.29,A,A5,1
3500,3500, 36 months,15.99,123.04,C,C5,1
8000,8000, 36 months,10.49,259.99,B,B3,1
22400,22400, 36 months,8.18,703.8,B,B1,1
5625,5625, 36 months,18.24,204.04,D,D5,1
5000,5000, 36 months,12.69,167.73,C,C2,1
20000,20000, 36 months,20.49,748.28,E,E1,1
35000,35000, 36 months,7.89,1095,A,A5,1
12000,12000, 36 months,7.9,375.49,A,A4,1
5000,5000, 36 months,12.69,167.73,C,C2,1
13975,13975, 36 months,12.74,469.13,C,C1,1
10900,10900, 36 months,14.33,374.29,C,C1,1
35000,35000, 36 months,14.3,1201.33,C,C1,1
20000,20000, 36 months,12.39,668.02,C,C1,1
13800,13800, 60 months,17.57,347.21,D,D2,1
18000,18000, 36 months,8.18,565.56,B,B1,1
7000,7000, 36 months,12.29,233.48,C,C1,1
17150,17150, 60 months,27.31,526.87,G,G2,1
5000,5000, 36 months,13.56,169.83,C,C1,1
15000,15000, 36 months,7.39,465.84,A,A4,1
25000,25000, 36 months,16.32,882.84,E,E3,1
18000,18000, 36 months,14.46,619.23,C,C4,1
12000,12000, 60 months,12.74,271.45,C,C1,1
5000,5000, 36 months,5.32,150.58,A,A1,1
12000,12000, 36 months,13.49,407.17,C,C2,1
12000,12000, 36 months,12.74,402.83,C,C1,1
40000,40000, 36 months,6.71,1229.79,A,A3,1
5250,5250, 36 months,6.24,160.29,A,A2,1
7600,7600, 36 months,11.05,249,B,B4,1
12800,12800, 36 months,12.49,428.15,B,B5,1
21000,21000, 60 months,15.99,510.57,C,C5,1
1600,1600, 36 months,18.25,58.05,D,D3,1
12000,12000, 36 months,6.89,369.93,A,A3,1
20000,20000, 36 months,14.64,689.79,C,C3,1
5600,5600, 36 months,10.64,182.39,B,B2,1
6400,6400, 36 months,6.03,194.79,A,A1,1
20000,20000, 36 months,5.32,602.3,A,A1,1
10000,10000, 36 months,11.67,330.57,B,B4,1
7200,7200, 36 months,10.99,235.69,B,B3,1
5500,5500, 36 months,13.66,187.07,C,C3,1
7500,7500, 36 months,7.97,234.92,A,A5,1
7100,7100, 36 months,15.31,247.21,C,C5,1
13000,13000, 36 months,8.32,409.3,A,A4,1
35000,35000, 60 months,20.99,946.68,E,E5,1
21000,21000, 60 months,8.67,432.57,B,B1,1
24000,24000, 36 months,7.69,748.65,A,A4,1
9700,9700, 36 months,19.99,360.44,D,D4,1
12000,12000, 36 months,9.16,382.5,B,B2,1
8400,8400, 36 months,10.91,274.65,B,B4,1
7500,7500, 36 months,7.49,233.27,A,A4,1
14000,14000, 36 months,18.45,509.3,D,D2,1
20000,20000, 36 months,13.99,683.46,C,C4,1
7300,7300, 36 months,11.71,241.46,B,B3,1
12000,12000, 36 months,8.08,376.48,A,A5,1
16000,16000, 36 months,9.16,509.99,B,B2,1
8000,8000, 36 months,9.99,258.1,B,B3,1
7000,7000, 36 months,7.49,217.72,A,A4,1
24000,24000, 60 months,17.57,603.85,D,D4,1
35000,35000, 36 months,10.49,1137.43,B,B3,1
9000,9000, 36 months,7.62,280.46,A,A3,1
8000,8000, 36 months,10.91,261.57,B,B4,1
20000,20000, 60 months,12.69,451.9,C,C2,1
32000,32000, 36 months,12.69,1073.44,C,C2,1
12000,12000, 36 months,8.39,378.2,A,A5,1
2400,2400, 36 months,5.32,72.28,A,A1,1
3200,3200, 36 months,8.24,100.64,B,B1,1
11600,11600, 36 months,14.46,399.06,C,C4,1
8000,8000, 36 months,12.39,267.21,C,C1,1
9600,9600, 36 months,8.24,301.9,B,B1,1
2500,2500, 36 months,17.99,90.37,D,D2,1
20000,20000, 36 months,11.55,660,B,B3,1
15000,15000, 60 months,11.99,333.6,B,B5,1
10000,10000, 36 months,13.59,339.79,C,C2,1
5000,5000, 36 months,10.99,163.67,B,B4,1
10400,10400, 36 months,14.33,357.12,C,C1,1
14000,14000, 60 months,21.49,382.62,D,D5,1
7000,7000, 36 months,12.12,232.91,B,B3,1
15000,15000, 60 months,12.69,338.93,C,C2,1
6500,6500, 36 months,11.55,214.5,B,B4,1
35000,35000, 36 months,18.49,1273.96,D,D2,1
3500,3500, 36 months,12.99,117.92,B,B4,1
10500,10500, 36 months,18.49,382.19,D,D2,1
7000,7000, 36 months,7.89,219,A,A5,1
9600,9600, 36 months,10.99,314.25,B,B2,1
16000,16000, 60 months,16.99,397.56,D,D3,1
35000,35000, 60 months,13.67,808.42,C,C4,1
19800,19800, 60 months,15.31,474.27,C,C2,1
20000,20000, 36 months,15.61,699.3,C,C4,1
9500,9500, 36 months,7.89,297.22,A,A5,1
16000,16000, 60 months,9.44,335.57,B,B1,1
8000,8000, 36 months,17.99,289.18,D,D2,1
5000,5000, 36 months,11.99,166.05,B,B5,1
6000,6000, 36 months,15.22,208.64,C,C3,1
18000,18000, 36 months,11.14,590.5,B,B2,1
6000,6000, 36 months,18.75,219.18,D,D3,1
20000,20000, 60 months,22.2,554.66,E,E4,1
25000,25000, 36 months,15.99,878.81,D,D2,1
40000,40000, 36 months,7.99,1253.28,A,A4,1
13600,13600, 60 months,17.86,344.32,D,D5,1
10000,10000, 36 months,8.99,317.96,B,B1,1
20000,20000, 36 months,8.19,628.49,A,A5,1
9600,9600, 36 months,12.29,320.19,C,C1,1
11000,11000, 60 months,16.29,269.2,D,D2,1
5000,5000, 36 months,14.65,172.48,C,C5,1
10000,10000, 36 months,9.67,321.13,B,B1,1
6000,6000, 36 months,17.57,215.63,D,D4,1
26675,26675, 60 months,14.65,629.71,C,C5,1
20175,20175, 60 months,9.93,427.97,B,B2,1
13650,13650, 36 months,10.99,446.82,B,B4,1
4500,4500, 36 months,14.98,155.95,C,C3,1
24225,24225, 60 months,15.41,581.54,D,D1,1
18000,18000, 36 months,6.03,547.84,A,A1,1
13000,13000, 36 months,6.99,401.35,A,A2,1
6000,6000, 36 months,13.35,203.18,C,C2,1
10800,10800, 36 months,8.24,339.63,B,B1,1
2400,2400, 36 months,12.49,80.28,B,B5,1
11000,11000, 36 months,10.99,360.08,B,B3,1
6000,6000, 36 months,7.89,187.72,A,A5,1
10000,10000, 60 months,20.39,267.12,D,D4,1
17450,17450, 60 months,21.18,473.85,E,E3,1
20000,20000, 60 months,26.77,607.97,E,E5,1
35000,35000, 36 months,12.69,1174.07,C,C2,1
7075,7075, 36 months,13.35,239.58,C,C2,1
15000,15000, 60 months,24.99,440.19,F,F4,1
5700,5700, 36 months,10.16,184.36,B,B1,1
8000,8000, 36 months,11.67,264.46,B,B4,1
12000,12000, 36 months,9.49,384.34,B,B2,1
6500,6500, 36 months,8.38,204.83,B,B1,1
12000,12000, 36 months,5.32,361.38,A,A1,1
9000,9000, 36 months,11.49,296.75,B,B5,1
15000,15000, 36 months,6.49,459.67,A,A2,1
12000,12000, 60 months,15.77,290.36,D,D1,1
10000,10000, 36 months,10.75,326.21,B,B4,1
28000,28000, 60 months,19.19,729.27,E,E3,1
5000,5000, 36 months,7.99,156.66,A,A5,1
6500,6500, 36 months,12.73,218.19,C,C1,1
10000,10000, 36 months,15.99,351.53,C,C5,1
13025,13025, 36 months,15.31,453.5,C,C4,1
10000,10000, 36 months,7.26,309.97,A,A4,1
30000,30000, 60 months,16.29,734.18,D,D2,1
10000,10000, 36 months,12.99,336.9,C,C2,1
7500,7500, 36 months,14.5,258.16,E,E2,1
3600,3600, 36 months,22.4,138.24,E,E3,1
17275,17275, 36 months,6.97,533.17,A,A3,1
21225,21225, 60 months,10.99,461.38,B,B4,1
5000,5000, 36 months,6.92,154.21,A,A4,1
12000,12000, 36 months,6.49,367.74,A,A2,1
7200,7200, 36 months,11.53,237.53,B,B5,1
19650,19650, 36 months,7.49,611.15,A,A4,1
9950,9950, 36 months,14.09,340.51,B,B5,1
22825,22825, 36 months,6.97,704.46,A,A3,1
9000,9000, 36 months,10.91,294.27,B,B4,1
12000,12000, 36 months,8.18,377.04,B,B1,1
16000,16000, 36 months,10.99,523.75,B,B4,1
10000,10000, 36 months,13.11,337.47,B,B4,1
5000,5000, 36 months,7.59,155.74,A,A3,1
22350,22350, 36 months,13.67,760.3,C,C3,1
6000,6000, 36 months,5.32,180.69,A,A1,1
8000,8000, 36 months,9.8,257.39,B,B3,1
16000,16000, 36 months,13.66,544.21,C,C3,1
19075,19075, 36 months,10.16,616.94,B,B1,1
22000,22000, 36 months,13.99,751.81,C,C3,1
7000,7000, 36 months,9.17,223.16,B,B2,1
25500,25500, 60 months,14.08,594.4,C,C3,1
16800,16800, 60 months,14.99,399.59,C,C4,1
22400,22400, 60 months,7.99,454.09,A,A5,1
7000,7000, 36 months,6.89,215.79,A,A3,1
14000,14000, 36 months,18.49,509.59,D,D2,1
2675,2675, 36 months,14.08,91.53,C,C3,1
4250,4250, 36 months,24.08,166.92,F,F2,1
1650,1650, 36 months,15.59,57.68,D,D1,1
7000,7000, 36 months,10.59,227.82,B,B2,1
15000,15000, 36 months,14.65,517.42,C,C5,1
13925,13925, 36 months,11.99,462.45,C,C1,1
10000,10000, 36 months,9.17,318.79,B,B1,1
10000,10000, 36 months,13.68,340.23,C,C1,1
10000,10000, 36 months,7.89,312.86,A,A5,1
5000,5000, 36 months,7.97,156.62,A,A5,1
21000,21000, 60 months,21.49,573.93,E,E3,1
15000,15000, 60 months,16.02,364.94,C,C5,1
25000,25000, 60 months,16.02,608.22,C,C5,1
5000,5000, 36 months,14.65,172.48,C,C5,1
26050,26050, 36 months,17.86,939.95,D,D5,1
10475,10475, 36 months,15.61,366.26,D,D1,1
14000,14000, 60 months,11.44,307.48,B,B4,1
6000,6000, 36 months,5.32,180.69,A,A1,1
3400,3400, 36 months,14.33,116.75,C,C1,1
35000,35000, 60 months,11.53,770.27,B,B5,1
6000,6000, 36 months,10.49,194.99,B,B2,1
11200,11200, 36 months,11.53,369.5,B,B5,1
11700,11700, 36 months,20.99,440.74,E,E5,1
10000,10000, 36 months,7.51,311.11,A,A3,1
32000,32000, 60 months,19.92,846.39,D,D3,1
4750,4750, 36 months,13.65,161.54,C,C1,1
20675,20675, 60 months,21.45,564.58,D,D5,1
10000,10000, 36 months,12.12,332.72,B,B3,1
5000,5000, 36 months,13.98,170.84,C,C3,1
30000,30000, 60 months,14.65,708.2,C,C5,1
16950,16950, 60 months,17.57,426.47,D,D4,1
16100,16100, 60 months,18.84,416.23,E,E2,1
16800,16800, 36 months,6.49,514.83,A,A2,1
6000,6000, 36 months,12.99,202.14,B,B5,1
14025,14025, 36 months,15.31,488.32,C,C4,1
15000,15000, 36 months,11.53,494.86,B,B5,1
20000,20000, 36 months,11.44,658.95,B,B4,1
20000,20000, 36 months,7.9,625.81,A,A4,1
24000,24000, 36 months,11.99,797.03,C,C1,1
28200,28200, 60 months,23.63,805.22,F,F3,1
17000,17000, 60 months,28.72,536.72,F,F1,1
28000,28000, 60 months,20.49,749.49,E,E1,1
6000,6000, 36 months,9.17,191.28,B,B2,1
4950,4950, 36 months,27.79,204.19,F,F5,1
12000,12000, 36 months,17.1,428.44,C,C5,1
2400,2400, 36 months,7.12,74.24,A,A3,1
10000,10000, 60 months,13.99,232.64,C,C4,1
35000,35000, 36 months,7.35,1086.31,A,A4,1
23000,23000, 36 months,13.18,776.96,C,C3,1
6150,6150, 36 months,9.17,196.06,B,B2,1
12000,12000, 60 months,23.4,341.05,E,E5,1
8000,8000, 36 months,12.69,268.36,C,C2,1
12000,12000, 36 months,9.99,387.15,B,B3,1
10000,10000, 60 months,11.39,219.38,B,B3,1
8425,8425, 36 months,16.29,297.41,D,D2,1
15000,15000, 36 months,9.67,481.69,B,B1,1
15000,15000, 60 months,13.33,343.84,C,C3,1
10000,10000, 36 months,14.09,342.22,B,B5,1
4800,4800, 36 months,11.99,159.41,B,B3,1
20000,20000, 36 months,7.9,625.81,A,A4,1
35000,35000, 36 months,8.67,1107.63,B,B1,1
8000,8000, 36 months,23.4,311.35,E,E5,1
8000,8000, 36 months,7.07,247.28,A,A2,1
18000,18000, 36 months,9.75,578.7,B,B3,1
7000,7000, 36 months,9.17,223.16,B,B2,1
33600,33600, 36 months,16.99,1197.77,D,D3,1
2700,2700, 36 months,8.39,85.1,A,A5,1
4500,4500, 36 months,8.59,142.25,A,A5,1
35000,35000, 60 months,24.11,1009.12,F,F2,1
15000,15000, 36 months,7.26,464.95,A,A4,1
9000,9000, 36 months,13.53,305.55,B,B5,1
9000,9000, 36 months,13.66,306.12,C,C3,1
13000,13000, 36 months,21.45,492.79,D,D5,1
15000,15000, 36 months,11.44,494.22,B,B4,1
15000,15000, 36 months,11.99,498.15,B,B3,1
35000,35000, 60 months,21.6,958.72,E,E3,1
15700,15700, 36 months,10.64,511.33,B,B4,1
10000,10000, 36 months,13.33,338.54,C,C3,1
12000,12000, 36 months,11.39,395.09,B,B3,1
11175,11175, 36 months,13.99,381.89,C,C3,1
24000,24000, 60 months,13.59,553.35,C,C2,1
15000,15000, 36 months,7.26,464.95,A,A4,1
10000,10000, 36 months,10.07,323.01,B,B2,1
10000,10000, 36 months,11.39,329.24,B,B3,1
7275,7275, 36 months,14.08,248.93,C,C3,1
8000,8000, 36 months,8.18,251.36,B,B1,1
8000,8000, 36 months,12.29,266.83,C,C1,1
4000,4000, 36 months,7.9,125.17,A,A4,1
13000,13000, 36 months,11.67,429.74,B,B4,1
10000,10000, 36 months,13.68,340.23,C,C1,1
28000,28000, 36 months,6.24,854.87,A,A2,1
20000,20000, 60 months,30.89,658.05,G,G3,1
25000,25000, 36 months,17.99,903.69,D,D2,1
2100,2100, 36 months,15.59,73.41,D,D1,1
20000,20000, 36 months,17.57,718.75,D,D4,1
7500,7500, 36 months,12.69,251.59,C,C2,1
3000,3000, 36 months,13.59,101.94,C,C2,1
6000,6000, 36 months,14.33,206.03,C,C1,1
7000,7000, 36 months,8.59,221.28,A,A4,1
10000,10000, 36 months,7.89,312.86,A,A5,1
5000,5000, 36 months,12.39,167.01,C,C1,1
16000,16000, 36 months,9.92,515.68,B,B2,1
12500,12500, 36 months,7.49,388.78,A,A4,1
7100,7100, 36 months,20.2,264.59,D,D5,1
20000,20000, 36 months,11.67,661.14,B,B4,1
8000,8000, 36 months,18.25,290.23,D,D3,1
5000,5000, 36 months,10.49,162.49,B,B3,1
10000,10000, 36 months,17.86,360.83,D,D5,1
9650,9650, 36 months,17.86,348.2,D,D5,1
10000,10000, 36 months,13.49,339.31,C,C2,1
6000,6000, 36 months,12.12,199.63,B,B3,1
9600,9600, 36 months,18.92,351.51,D,D4,1
7700,7700, 36 months,18.92,281.95,D,D4,1
10000,10000, 36 months,13.99,341.73,C,C3,1
5000,5000, 36 months,9.75,160.75,B,B3,1
18000,18000, 36 months,14.33,618.09,C,C1,1
8000,8000, 36 months,16.02,281.34,C,C5,1
7200,7200, 36 months,8.38,226.89,B,B1,1
14400,14400, 60 months,23.99,414.18,F,F3,1
5975,5975, 36 months,17.86,215.6,D,D5,1
15000,15000, 36 months,5.32,451.73,A,A1,1
18000,18000, 60 months,13.35,412.79,C,C2,1
15000,15000, 36 months,7.56,467.01,A,A3,1
20000,20000, 36 months,11.49,659.43,B,B5,1
10000,10000, 36 months,18.54,364.24,E,E1,1
10000,10000, 36 months,15.22,347.74,C,C3,1
35000,35000, 60 months,18.99,907.73,E,E1,1
25000,25000, 60 months,10.99,543.44,B,B4,1
5750,5750, 36 months,10.65,187.3,B,B2,1
7925,7925, 36 months,13.11,267.45,B,B4,1
10000,10000, 60 months,14.46,235.08,C,C4,1
5000,5000, 36 months,6.92,154.21,A,A4,1
6300,6300, 36 months,11.22,206.92,B,B5,1
5000,5000, 36 months,12.99,168.45,C,C2,1
35000,35000, 36 months,9.76,1125.42,B,B3,1
35000,35000, 36 months,7.49,1088.56,A,A4,1
1200,1200, 36 months,20.49,44.9,E,E4,1
5000,5000, 36 months,10.42,162.33,B,B3,1
7000,7000, 36 months,11.53,230.94,B,B5,1
5000,5000, 36 months,12.59,167.49,C,C2,1
1500,1500, 36 months,13.49,50.9,C,C2,1
6675,6675, 36 months,9.17,212.8,B,B2,1
7000,7000, 36 months,10.99,229.14,B,B3,1
10000,10000, 36 months,6.49,306.45,A,A2,1
10075,10075, 36 months,13.98,344.25,C,C3,1
6500,6500, 36 months,20.39,242.86,D,D4,1
7125,7125, 36 months,13.67,242.38,C,C3,1
10150,10150, 36 months,14.16,347.7,C,C2,1
27975,27975, 36 months,14.31,960.34,C,C4,1
10000,10000, 36 months,8.99,317.96,B,B1,1
35000,35000, 36 months,14.3,1201.33,C,C1,1
23825,23825, 60 months,19.05,618.69,D,D4,1
10000,10000, 36 months,9.16,318.75,B,B2,1
25975,25975, 36 months,12.05,863.37,C,C1,1
25800,25800, 36 months,7.62,803.97,A,A3,1
3500,3500, 36 months,13.33,118.49,C,C3,1
35000,35000, 36 months,14.27,1200.82,C,C2,1
18000,18000, 36 months,5.32,542.07,A,A1,1
7200,7200, 36 months,15.8,252.43,C,C3,1
6000,6000, 36 months,13.67,204.11,B,B5,1
20000,20000, 36 months,13.33,677.07,C,C3,1
5000,5000, 36 months,11.53,164.96,B,B5,1
22200,22200, 36 months,13.49,753.26,C,C2,1
7500,7500, 36 months,12.49,250.87,B,B4,1
6000,6000, 36 months,15.61,209.79,C,C5,1
24000,24000, 36 months,12.69,805.08,C,C2,1
16000,16000, 60 months,19.99,423.82,D,D4,1
40000,40000, 60 months,16.02,973.15,C,C5,1
24800,24800, 36 months,7.62,772.81,A,A3,1
35000,35000, 36 months,13.99,1196.05,C,C3,1
21600,21600, 36 months,13.98,738.03,C,C3,1
16000,16000, 60 months,17.86,405.08,D,D5,1
7000,7000, 36 months,9.17,223.16,B,B1,1
25000,25000, 36 months,8.9,793.84,A,A5,1
25000,25000, 36 months,17.57,898.43,D,D2,1
6000,6000, 36 months,16.14,211.36,C,C4,1
5000,5000, 36 months,5.32,150.58,A,A1,1
15000,15000, 36 months,12.74,503.54,C,C1,1
5500,5500, 36 months,15.61,192.31,D,D1,1
10000,10000, 36 months,5.93,303.91,A,A1,1
13000,13000, 36 months,6.99,401.35,A,A3,1
6000,6000, 36 months,14.16,205.54,C,C2,1
6000,6000, 36 months,16.99,213.89,D,D1,1
12000,12000, 36 months,5.32,361.38,A,A1,1
20000,20000, 36 months,13.35,677.26,C,C2,1
10000,10000, 36 months,12.79,335.93,C,C1,1
4000,4000, 36 months,16.02,140.67,C,C5,1
19275,19275, 36 months,13.98,658.59,C,C3,1
12000,12000, 60 months,9.99,254.91,B,B3,1
